State_Fips,County_Fips,State,County,Pop_2010,Pop_2011,Pop_2012,Pop_2013,Pop_2014,Pop_2015,Pop_2016,Pop_2017,Pop_2018,Pop_2019
18,5,Indiana,Bartholomew County,76818,77620,79001,79655,80497,81458,82231,82213,82722,83779
18,7,Indiana,Benton County,8863,8856,8821,8748,8720,8693,8658,8631,8653,8748
18,9,Indiana,Blackford County,12771,12656,12528,12461,12347,12242,12115,12028,11924,11758
18,11,Indiana,Boone County,56916,57915,59033,60346,61631,63033,64192,65723,66930,67843
18,13,Indiana,Brown County,15207,15076,15049,15055,14944,14994,14996,15010,15230,15092
18,15,Indiana,Carroll County,20199,20043,20112,20113,19953,19887,19973,20067,20188,20257
18,17,Indiana,Cass County,38985,38916,38771,38585,38487,38081,37905,37828,37895,37689
18,19,Indiana,Clark County,110567,111490,111853,112688,114035,114819,115588,116545,117280,118302
18,21,Indiana,Clay County,26854,26837,26788,26662,26430,26395,26210,26167,26175,26225
18,23,Indiana,Clinton County,33221,33034,32890,32766,32462,32373,32207,32195,32192,32399
18,25,Indiana,Crawford County,10708,10621,10669,10620,10668,10555,10583,10535,10594,10577
18,27,Indiana,Daviess County,31720,31950,32116,32282,32680,32823,33010,33136,33278,33351
18,29,Indiana,Dearborn County,50083,49986,49727,49739,49418,49455,49436,49564,49482,49458
18,31,Indiana,Decatur County,25798,25902,26043,26236,26416,26339,26565,26620,26725,26559
18,33,Indiana,DeKalb County,42336,42494,42328,42369,42428,42496,42652,42806,43208,43475
18,35,Indiana,Delaware County,117665,117901,117027,116831,116487,115767,115657,115246,114297,114135
18,37,Indiana,Dubois County,41905,42162,42083,42275,42297,42317,42450,42538,42674,42736
18,39,Indiana,Elkhart County,197451,198279,198968,200205,201423,202995,203642,204194,205617,206341
18,41,Indiana,Fayette County,24325,24150,23947,23826,23442,23388,23252,23154,23076,23102
18,43,Indiana,Floyd County,74709,74978,75260,76018,76094,76505,76734,77006,77834,78522
18,45,Indiana,Fountain County,17276,17157,17117,16882,16693,16537,16457,16419,16390,16346
18,47,Indiana,Franklin County,23059,23040,23032,22970,22982,22940,22770,22694,22706,22758
18,49,Indiana,Fulton County,20817,20735,20638,20449,20517,20340,20118,19995,20053,19974
18,51,Indiana,Gibson County,33545,33524,33527,33484,33723,33644,33644,33721,33610,33659
18,53,Indiana,Grant County,69903,69616,69078,68845,68326,67479,66669,66305,66039,65769
18,55,Indiana,Greene County,33207,33032,32944,32741,32646,32416,32228,32172,32059,31922
18,57,Indiana,Hamilton County,276493,283368,289747,296858,302772,308428,315902,322933,330311,338011
18,59,Indiana,Hancock County,70247,70363,70582,70980,71754,72413,73765,74998,76478,78168
18,61,Indiana,Harrison County,39330,39188,39011,39000,39173,39532,39661,39777,40214,40515
18,63,Indiana,Hendricks County,145954,148664,150735,153555,155845,157776,160376,163622,166908,170311
18,65,Indiana,Henry County,49530,49216,49112,48843,48886,48655,48345,48170,48131,47972
18,67,Indiana,Howard County,82752,82797,82839,82738,82605,82338,82304,82210,82257,82544
18,69,Indiana,Huntington County,37117,37167,36979,36777,36609,36518,36294,36222,36243,36520
18,71,Indiana,Jackson County,42586,42917,42986,43437,43703,43875,43997,43955,44068,44231
18,73,Indiana,Jasper County,33496,33427,33492,33423,33512,33478,33405,33424,33365,33562
18,75,Indiana,Jay County,21179,21335,21348,21270,21139,21137,21017,20883,20727,20436
